network,code,location,network_group,channel_prefixes,channel_components
IA,LKUCM,,REGIONAL,SH,E
IA,LKUCM,,REGIONAL,SH,N
IA,LKUCM,,REGIONAL,SH,Z
IA,LLSI,,REGIONAL,HN,E
IA,LLSI,,REGIONAL,HN,N
IA,LLSI,,REGIONAL,HN,Z
IA,LLSI,,REGIONAL,SH,E
IA,LLSI,,REGIONAL,SH,N
IA,LLSI,,REGIONAL,SH,Z
IA,LLSM,00,REGIONAL,HN,E
IA,LLSM,00,REGIONAL,HN,N
IA,LLSM,00,REGIONAL,HN,Z
IA,LLSM,00,REGIONAL,SH,E
IA,LLSM,00,REGIONAL,SH,N
IA,LLSM,00,REGIONAL,SH,Z
IA,LMJSI,00,REGIONAL,HN,E
IA,LMJSI,00,REGIONAL,HN,N
IA,LMJSI,00,REGIONAL,HN,Z
IA,LMJSI,00,REGIONAL,SH,E
IA,LMJSI,00,REGIONAL,SH,N
IA,LMJSI,00,REGIONAL,SH,Z
IA,LMNI,,REGIONAL,HN,E
IA,LMNI,,REGIONAL,HN,N
IA,LMNI,,REGIONAL,HN,Z
IA,LMNI,,REGIONAL,SH,E
IA,LMNI,,REGIONAL,SH,N
IA,LMNI,,REGIONAL,SH,Z
IA,LMTI,00,REGIONAL,HN,E
IA,LMTI,00,REGIONAL,HN,N
IA,LMTI,00,REGIONAL,HN,Z
IA,LMTI,00,REGIONAL,SH,E
IA,LMTI,00,REGIONAL,SH,N
IA,LMTI,00,REGIONAL,SH,Z
IA,LOCM,00,REGIONAL,HN,E
IA,LOCM,00,REGIONAL,HN,N
IA,LOCM,00,REGIONAL,HN,Z
IA,LOCM,00,REGIONAL,SH,E
IA,LOCM,00,REGIONAL,SH,N
IA,LOCM,00,REGIONAL,SH,Z
IA,LOMSI,,REGIONAL,HN,E
IA,LOMSI,,REGIONAL,HN,N
IA,LOMSI,,REGIONAL,HN,Z
IA,LOMSI,,REGIONAL,SH,E
IA,LOMSI,,REGIONAL,SH,N
IA,LOMSI,,REGIONAL,SH,Z
IA,LPCM,00,REGIONAL,HN,E
IA,LPCM,00,REGIONAL,HN,N
IA,LPCM,00,REGIONAL,HN,Z
IA,LPCM,00,REGIONAL,SH,E
IA,LPCM,00,REGIONAL,SH,N
IA,LPCM,00,REGIONAL,SH,Z
IA,LPSM,00,REGIONAL,HN,E
IA,LPSM,00,REGIONAL,HN,N
IA,LPSM,00,REGIONAL,HN,Z
IA,LPSM,00,REGIONAL,SH,E
IA,LPSM,00,REGIONAL,SH,N
IA,LPSM,00,REGIONAL,SH,Z
IA,LRTI,,REGIONAL,HN,E
IA,LRTI,,REGIONAL,HN,N
IA,LRTI,,REGIONAL,HN,Z
IA,LRTI,,REGIONAL,SH,E
IA,LRTI,,REGIONAL,SH,N
IA,LRTI,,REGIONAL,SH,Z
IA,LSCM,00,REGIONAL,HN,E
IA,LSCM,00,REGIONAL,HN,N
IA,LSCM,00,REGIONAL,HN,Z
IA,LSCM,00,REGIONAL,SH,E
IA,LSCM,00,REGIONAL,SH,N
IA,LSCM,00,REGIONAL,SH,Z
IA,LSNI,,REGIONAL,HN,E
IA,LSNI,,REGIONAL,HN,N
IA,LSNI,,REGIONAL,HN,Z
IA,LSNI,,REGIONAL,SH,E
IA,LSNI,,REGIONAL,SH,N
IA,LSNI,,REGIONAL,SH,Z
IA,LTNI,,REGIONAL,HN,E
IA,LTNI,,REGIONAL,HN,N
IA,LTNI,,REGIONAL,HN,Z
IA,LTNI,,REGIONAL,SH,E
IA,LTNI,,REGIONAL,SH,N
IA,LTNI,,REGIONAL,SH,Z
IA,LTNSI,,REGIONAL,HN,E
IA,LTNSI,,REGIONAL,HN,N
IA,LTNSI,,REGIONAL,HN,Z
IA,LTNSI,,REGIONAL,SH,E
IA,LTNSI,,REGIONAL,SH,N
IA,LTNSI,,REGIONAL,SH,Z
IA,LTSM,00,REGIONAL,HN,E
IA,LTSM,00,REGIONAL,HN,N
IA,LTSM,00,REGIONAL,HN,Z
IA,LTSM,00,REGIONAL,SH,E
IA,LTSM,00,REGIONAL,SH,N
IA,LTSM,00,REGIONAL,SH,Z
IA,LUCM,00,REGIONAL,HN,E
IA,LUCM,00,REGIONAL,HN,N
IA,LUCM,00,REGIONAL,HN,Z
IA,LUCM,00,REGIONAL,SH,E
IA,LUCM,00,REGIONAL,SH,N
IA,LUCM,00,REGIONAL,SH,Z
IA,LUJI,,REGIONAL,HN,E
IA,LUJI,,REGIONAL,HN,N
IA,LUJI,,REGIONAL,HN,Z
IA,LUJI,,REGIONAL,SH,E
IA,LUJI,,REGIONAL,SH,N
IA,LUJI,,REGIONAL,SH,Z
IA,LUWI,,REGIONAL,HN,E
IA,LUWI,,REGIONAL,HN,N
IA,LUWI,,REGIONAL,HN,Z
IA,LUWI,,REGIONAL,SH,E
IA,LUWI,,REGIONAL,SH,N
IA,LUWI,,REGIONAL,SH,Z
IA,LWLI,00,REGIONAL,HN,E
IA,LWLI,00,REGIONAL,HN,N
IA,LWLI,00,REGIONAL,HN,Z
IA,LWLI,00,REGIONAL,SH,E
IA,LWLI,00,REGIONAL,SH,N
IA,LWLI,00,REGIONAL,SH,Z
IA,MABKI,00,REGIONAL,HN,E
IA,MABKI,00,REGIONAL,HN,N
IA,MABKI,00,REGIONAL,HN,Z
IA,MABKI,00,REGIONAL,SH,E
IA,MABKI,00,REGIONAL,SH,N
IA,MABKI,00,REGIONAL,SH,Z
IA,MAKBI,,REGIONAL,HN,E
IA,MAKBI,,REGIONAL,HN,N
IA,MAKBI,,REGIONAL,HN,Z
IA,MAKBI,,REGIONAL,SH,E
IA,MAKBI,,REGIONAL,SH,N
IA,MAKBI,,REGIONAL,SH,Z
IA,MAKKI,00,REGIONAL,HN,E
IA,MAKKI,00,REGIONAL,HN,N
IA,MAKKI,00,REGIONAL,HN,Z
IA,MAKKI,00,REGIONAL,SH,E
IA,MAKKI,00,REGIONAL,SH,N
IA,MAKKI,00,REGIONAL,SH,Z
IA,MASFI,,REGIONAL,HN,E
IA,MASFI,,REGIONAL,HN,N
IA,MASFI,,REGIONAL,HN,Z
IA,MASFI,,REGIONAL,SH,E
IA,MASFI,,REGIONAL,SH,N
IA,MASFI,,REGIONAL,SH,Z
IA,MASI,00,REGIONAL,HN,E
IA,MASI,00,REGIONAL,HN,N
IA,MASI,00,REGIONAL,HN,Z
IA,MASI,00,REGIONAL,SH,E
IA,MASI,00,REGIONAL,SH,N
IA,MASI,00,REGIONAL,SH,Z
IA,MASM,00,REGIONAL,HN,E
IA,MASM,00,REGIONAL,HN,N
IA,MASM,00,REGIONAL,HN,Z
IA,MASM,00,REGIONAL,SH,E
IA,MASM,00,REGIONAL,SH,N
IA,MASM,00,REGIONAL,SH,Z
IA,MASSI,,REGIONAL,HN,E
IA,MASSI,,REGIONAL,HN,N
IA,MASSI,,REGIONAL,HN,Z
IA,MASSI,,REGIONAL,SH,E
IA,MASSI,,REGIONAL,SH,N
IA,MASSI,,REGIONAL,SH,Z
IA,MBBI,,REGIONAL,HN,E
IA,MBBI,,REGIONAL,HN,N
IA,MBBI,,REGIONAL,HN,Z
IA,MBBI,,REGIONAL,SH,E
IA,MBBI,,REGIONAL,SH,N
IA,MBBI,,REGIONAL,SH,Z
IA,MBJI,00,REGIONAL,HH,E
IA,MBJI,00,REGIONAL,HH,N
IA,MBJI,00,REGIONAL,HH,Z
IA,MBJI,00,REGIONAL,HN,E
IA,MBJI,00,REGIONAL,HN,N
IA,MBJI,00,REGIONAL,HN,Z
IA,MBPI,00,REGIONAL,HN,E
IA,MBPI,00,REGIONAL,HN,N
IA,MBPI,00,REGIONAL,HN,Z
IA,MBPI,00,REGIONAL,SH,E
IA,MBPI,00,REGIONAL,SH,N
IA,MBPI,00,REGIONAL,SH,Z
IA,MBRPI,,REGIONAL,HN,E
IA,MBRPI,,REGIONAL,HN,N
IA,MBRPI,,REGIONAL,HN,Z
IA,MBRPI,,REGIONAL,SH,E
IA,MBRPI,,REGIONAL,SH,N
IA,MBRPI,,REGIONAL,SH,Z
IA,MBSM,00,REGIONAL,HN,E
IA,MBSM,00,REGIONAL,HN,N
IA,MBSM,00,REGIONAL,HN,Z
IA,MBSM,00,REGIONAL,SH,E
IA,MBSM,00,REGIONAL,SH,N
IA,MBSM,00,REGIONAL,SH,Z
IA,MDSI,,REGIONAL,HN,E
IA,MDSI,,REGIONAL,HN,N
IA,MDSI,,REGIONAL,HN,Z
IA,MDSI,,REGIONAL,SH,E
IA,MDSI,,REGIONAL,SH,N
IA,MDSI,,REGIONAL,SH,Z
IA,MGAI,,REGIONAL,HN,E
IA,MGAI,,REGIONAL,HN,N
IA,MGAI,,REGIONAL,HN,Z
IA,MGAI,,REGIONAL,SH,E
IA,MGAI,,REGIONAL,SH,N
IA,MGAI,,REGIONAL,SH,Z
IA,MIBPI,,REGIONAL,HN,E
IA,MIBPI,,REGIONAL,HN,N
IA,MIBPI,,REGIONAL,HN,Z
IA,MIBPI,,REGIONAL,SH,E
IA,MIBPI,,REGIONAL,SH,N
IA,MIBPI,,REGIONAL,SH,Z
IA,MIPI,00,REGIONAL,HN,E
IA,MIPI,00,REGIONAL,HN,N
IA,MIPI,00,REGIONAL,HN,Z
IA,MIPI,00,REGIONAL,SH,E
IA,MIPI,00,REGIONAL,SH,N
IA,MIPI,00,REGIONAL,SH,Z
IA,MISSI,,REGIONAL,HN,E
IA,MISSI,,REGIONAL,HN,N
IA,MISSI,,REGIONAL,HN,Z
IA,MISSI,,REGIONAL,SH,E
IA,MISSI,,REGIONAL,SH,N
IA,MISSI,,REGIONAL,SH,Z
IA,MKBI,,REGIONAL,HN,E
IA,MKBI,,REGIONAL,HN,N
IA,MKBI,,REGIONAL,HN,Z
IA,MKBI,,REGIONAL,SH,E
IA,MKBI,,REGIONAL,SH,N
IA,MKBI,,REGIONAL,SH,Z
IA,MKJM,00,REGIONAL,HN,E
IA,MKJM,00,REGIONAL,HN,N
IA,MKJM,00,REGIONAL,HN,Z
IA,MKJM,00,REGIONAL,SH,E
IA,MKJM,00,REGIONAL,SH,N
IA,MKJM,00,REGIONAL,SH,Z
IA,MKSM,00,REGIONAL,HN,E
IA,MKSM,00,REGIONAL,HN,N
IA,MKSM,00,REGIONAL,HN,Z
IA,MKSM,00,REGIONAL,SH,E
IA,MKSM,00,REGIONAL,SH,N
IA,MKSM,00,REGIONAL,SH,Z
IA,MLJI,,REGIONAL,HN,E
IA,MLJI,,REGIONAL,HN,N
IA,MLJI,,REGIONAL,HN,Z
IA,MLJI,,REGIONAL,SH,E
IA,MLJI,,REGIONAL,SH,N
IA,MLJI,,REGIONAL,SH,Z
IA,MLJM,00,REGIONAL,HN,E
IA,MLJM,00,REGIONAL,HN,N
IA,MLJM,00,REGIONAL,HN,Z
IA,MLJM,00,REGIONAL,SH,E
IA,MLJM,00,REGIONAL,SH,N
IA,MLJM,00,REGIONAL,SH,Z
IA,MLMMI,,REGIONAL,HN,E
IA,MLMMI,,REGIONAL,HN,N
IA,MLMMI,,REGIONAL,HN,Z
IA,MLMMI,,REGIONAL,SH,E
IA,MLMMI,,REGIONAL,SH,N
IA,MLMMI,,REGIONAL,SH,Z
IA,MLSI,00,REGIONAL,HN,E
IA,MLSI,00,REGIONAL,HN,N
IA,MLSI,00,REGIONAL,HN,Z
IA,MLSI,00,REGIONAL,SH,E
IA,MLSI,00,REGIONAL,SH,N
IA,MLSI,00,REGIONAL,SH,Z
IA,MMCI,00,REGIONAL,HN,E
IA,MMCI,00,REGIONAL,HN,N
IA,MMCI,00,REGIONAL,HN,Z
IA,MMCI,00,REGIONAL,SH,E
IA,MMCI,00,REGIONAL,SH,N
IA,MMCI,00,REGIONAL,SH,Z
IA,MMPI,00,REGIONAL,HN,E
IA,MMPI,00,REGIONAL,HN,N
IA,MMPI,00,REGIONAL,HN,Z
IA,MMPI,00,REGIONAL,SH,E
IA,MMPI,00,REGIONAL,SH,N
IA,MMPI,00,REGIONAL,SH,Z
IA,MMRI,,REGIONAL,SH,E
IA,MMRI,,REGIONAL,SH,N
IA,MMRI,,REGIONAL,SH,Z
IA,MMSI,00,REGIONAL,HN,E
IA,MMSI,00,REGIONAL,HN,N
IA,MMSI,00,REGIONAL,HN,Z
IA,MMSI,00,REGIONAL,SH,E
IA,MMSI,00,REGIONAL,SH,N
IA,MMSI,00,REGIONAL,SH,Z
IA,MNAI,,REGIONAL,HN,E
IA,MNAI,,REGIONAL,HN,N
IA,MNAI,,REGIONAL,HN,Z
IA,MNAI,,REGIONAL,SH,E
IA,MNAI,,REGIONAL,SH,N
IA,MNAI,,REGIONAL,SH,Z
IA,MNI,00,REGIONAL,HH,E
IA,MNI,00,REGIONAL,HH,N
IA,MNI,00,REGIONAL,HH,Z
IA,MNI,00,REGIONAL,HN,E
IA,MNI,00,REGIONAL,HN,N
IA,MNI,00,REGIONAL,HN,Z
IA,MNSI,,REGIONAL,HN,E
IA,MNSI,,REGIONAL,HN,N
IA,MNSI,,REGIONAL,HN,Z
IA,MNSI,,REGIONAL,SH,E
IA,MNSI,,REGIONAL,SH,N
IA,MNSI,,REGIONAL,SH,Z
IA,MPSI,,REGIONAL,HN,E
IA,MPSI,,REGIONAL,HN,N
IA,MPSI,,REGIONAL,HN,Z
IA,MPSI,,REGIONAL,SH,E
IA,MPSI,,REGIONAL,SH,N
IA,MPSI,,REGIONAL,SH,Z
IA,MPSM,00,REGIONAL,HN,E
IA,MPSM,00,REGIONAL,HN,N
IA,MPSM,00,REGIONAL,HN,Z
IA,MPSM,00,REGIONAL,SH,E
IA,MPSM,00,REGIONAL,SH,N
IA,MPSM,00,REGIONAL,SH,Z
IA,MRSI,,REGIONAL,HN,E
IA,MRSI,,REGIONAL,HN,N
IA,MRSI,,REGIONAL,HN,Z
IA,MRSI,,REGIONAL,SH,E
IA,MRSI,,REGIONAL,SH,N
IA,MRSI,,REGIONAL,SH,Z
IA,MSAI,00,REGIONAL,HN,E
IA,MSAI,00,REGIONAL,HN,N
IA,MSAI,00,REGIONAL,HN,Z
IA,MSAI,00,REGIONAL,SH,E
IA,MSAI,00,REGIONAL,SH,N
IA,MSAI,00,REGIONAL,SH,Z
IA,MSCM,00,REGIONAL,HN,E
IA,MSCM,00,REGIONAL,HN,N
IA,MSCM,00,REGIONAL,HN,Z
IA,MSCM,00,REGIONAL,SH,E
IA,MSCM,00,REGIONAL,SH,N
IA,MSCM,00,REGIONAL,SH,Z
IA,MSHHI,,REGIONAL,HN,E
IA,MSHHI,,REGIONAL,HN,N
IA,MSHHI,,REGIONAL,HN,Z
IA,MSHHI,,REGIONAL,SH,E
IA,MSHHI,,REGIONAL,SH,N
IA,MSHHI,,REGIONAL,SH,Z
IA,MTAI,,REGIONAL,HH,E
IA,MTAI,,REGIONAL,HH,N
IA,MTAI,,REGIONAL,HH,Z
IA,MTAI,,REGIONAL,SH,E
IA,MTAI,,REGIONAL,SH,N
IA,MTAI,,REGIONAL,SH,Z
IA,MTCM,00,REGIONAL,HN,E
IA,MTCM,00,REGIONAL,HN,N
IA,MTCM,00,REGIONAL,HN,Z
IA,MTCM,00,REGIONAL,SH,E
IA,MTCM,00,REGIONAL,SH,N
IA,MTCM,00,REGIONAL,SH,Z
IA,MTJPI,,REGIONAL,HN,E
IA,MTJPI,,REGIONAL,HN,N
IA,MTJPI,,REGIONAL,HN,Z
IA,MTJPI,,REGIONAL,SH,E
IA,MTJPI,,REGIONAL,SH,N
IA,MTJPI,,REGIONAL,SH,Z
IA,MTKI,,REGIONAL,HN,E
IA,MTKI,,REGIONAL,HN,N
IA,MTKI,,REGIONAL,HN,Z
IA,MTKI,,REGIONAL,SH,E
IA,MTKI,,REGIONAL,SH,N
IA,MTKI,,REGIONAL,SH,Z
IA,MTMPI,,REGIONAL,HN,E
IA,MTMPI,,REGIONAL,HN,N
IA,MTMPI,,REGIONAL,HN,Z
IA,MTMPI,,REGIONAL,SH,E
IA,MTMPI,,REGIONAL,SH,N
IA,MTMPI,,REGIONAL,SH,Z
IA,MTMTI,,REGIONAL,HN,E
IA,MTMTI,,REGIONAL,HN,N
IA,MTMTI,,REGIONAL,HN,Z
IA,MTMTI,,REGIONAL,SH,E
IA,MTMTI,,REGIONAL,SH,N
IA,MTMTI,,REGIONAL,SH,Z
IA,MTSI,00,REGIONAL,HN,E
IA,MTSI,00,REGIONAL,HN,N
IA,MTSI,00,REGIONAL,HN,Z
IA,MTSI,00,REGIONAL,SH,E
IA,MTSI,00,REGIONAL,SH,N
IA,MTSI,00,REGIONAL,SH,Z
IA,MTSM,00,REGIONAL,HN,E
IA,MTSM,00,REGIONAL,HN,N
IA,MTSM,00,REGIONAL,HN,Z
IA,MTSM,00,REGIONAL,SH,E
IA,MTSM,00,REGIONAL,SH,N
IA,MTSM,00,REGIONAL,SH,Z
IA,MUMUI,,REGIONAL,HN,E
IA,MUMUI,,REGIONAL,HN,N
IA,MUMUI,,REGIONAL,HN,Z
IA,MUMUI,,REGIONAL,SH,E
IA,MUMUI,,REGIONAL,SH,N
IA,MUMUI,,REGIONAL,SH,Z
IA,MUTSI,,REGIONAL,HN,E
IA,MUTSI,,REGIONAL,HN,N
IA,MUTSI,,REGIONAL,HN,Z
IA,MUTSI,,REGIONAL,SH,E
IA,MUTSI,,REGIONAL,SH,N
IA,MUTSI,,REGIONAL,SH,Z
IA,MWPI,00,REGIONAL,HN,E
IA,MWPI,00,REGIONAL,HN,N
IA,MWPI,00,REGIONAL,HN,Z
IA,MWPI,00,REGIONAL,SH,E
IA,MWPI,00,REGIONAL,SH,N
IA,MWPI,00,REGIONAL,SH,Z
IA,NANFI,,REGIONAL,HN,E
IA,NANFI,,REGIONAL,HN,N
IA,NANFI,,REGIONAL,HN,Z
IA,NANFI,,REGIONAL,SH,E
IA,NANFI,,REGIONAL,SH,N
IA,NANFI,,REGIONAL,SH,Z
IA,NBMI,00,REGIONAL,HN,E
IA,NBMI,00,REGIONAL,HN,N
IA,NBMI,00,REGIONAL,HN,Z
IA,NBMI,00,REGIONAL,SH,E
IA,NBMI,00,REGIONAL,SH,N
IA,NBMI,00,REGIONAL,SH,Z
IA,NGJI,,REGIONAL,HN,E
IA,NGJI,,REGIONAL,HN,N
IA,NGJI,,REGIONAL,HN,Z
IA,NGJI,,REGIONAL,SH,E
IA,NGJI,,REGIONAL,SH,N
IA,NGJI,,REGIONAL,SH,Z
IA,NJBM,,REGIONAL,HN,E
IA,NJBM,,REGIONAL,HN,N
IA,NJBM,,REGIONAL,HN,Z
IA,NJBM,,REGIONAL,SH,E
IA,NJBM,,REGIONAL,SH,N
IA,NJBM,,REGIONAL,SH,Z
IA,NJLSI,00,REGIONAL,HN,E
IA,NJLSI,00,REGIONAL,HN,N
IA,NJLSI,00,REGIONAL,HN,Z
IA,NJLSI,00,REGIONAL,SH,E
IA,NJLSI,00,REGIONAL,SH,N
IA,NJLSI,00,REGIONAL,SH,Z
IA,NKBI,,REGIONAL,HN,E
IA,NKBI,,REGIONAL,HN,N
IA,NKBI,,REGIONAL,HN,Z
IA,NKBI,,REGIONAL,SH,E
IA,NKBI,,REGIONAL,SH,N
IA,NKBI,,REGIONAL,SH,Z
IA,NKKI,00,REGIONAL,HN,E
IA,NKKI,00,REGIONAL,HN,N
IA,NKKI,00,REGIONAL,HN,Z
IA,NKKI,00,REGIONAL,SH,E
IA,NKKI,00,REGIONAL,SH,N
IA,NKKI,00,REGIONAL,SH,Z
IA,NKLSI,00,REGIONAL,HN,E
IA,NKLSI,00,REGIONAL,HN,N
IA,NKLSI,00,REGIONAL,HN,Z
IA,NKLSI,00,REGIONAL,SH,E
IA,NKLSI,00,REGIONAL,SH,N
IA,NKLSI,00,REGIONAL,SH,Z
IA,NLAI,00,REGIONAL,HN,E
IA,NLAI,00,REGIONAL,HN,N
IA,NLAI,00,REGIONAL,HN,Z
IA,NLAI,00,REGIONAL,SH,E
IA,NLAI,00,REGIONAL,SH,N
IA,NLAI,00,REGIONAL,SH,Z
IA,NSBMM,,REGIONAL,HN,E
IA,NSBMM,,REGIONAL,HN,N
IA,NSBMM,,REGIONAL,HN,Z
IA,NSBMM,,REGIONAL,SH,E
IA,NSBMM,,REGIONAL,SH,N
IA,NSBMM,,REGIONAL,SH,Z
IA,OBMI,,REGIONAL,HN,E
IA,OBMI,,REGIONAL,HN,N
IA,OBMI,,REGIONAL,HN,Z
IA,OBMI,,REGIONAL,SH,E
IA,OBMI,,REGIONAL,SH,N
IA,OBMI,,REGIONAL,SH,Z
IA,OBMPI,,REGIONAL,HN,E
IA,OBMPI,,REGIONAL,HN,N
IA,OBMPI,,REGIONAL,HN,Z
IA,OBMPI,,REGIONAL,SH,E
IA,OBMPI,,REGIONAL,SH,N
IA,OBMPI,,REGIONAL,SH,Z
IA,OMBFM,,REGIONAL,HN,E
IA,OMBFM,,REGIONAL,HN,N
IA,OMBFM,,REGIONAL,HN,Z
IA,OMBFM,,REGIONAL,SH,E
IA,OMBFM,,REGIONAL,SH,N
IA,OMBFM,,REGIONAL,SH,Z
IA,ONSM,00,REGIONAL,HN,E
IA,ONSM,00,REGIONAL,HN,N
IA,ONSM,00,REGIONAL,HN,Z
IA,ONSM,00,REGIONAL,SH,E
IA,ONSM,00,REGIONAL,SH,N
IA,ONSM,00,REGIONAL,SH,Z
IA,PAASI,,REGIONAL,HN,E
IA,PAASI,,REGIONAL,HN,N
IA,PAASI,,REGIONAL,HN,Z
IA,PAASI,,REGIONAL,SH,E
IA,PAASI,,REGIONAL,SH,N
IA,PAASI,,REGIONAL,SH,Z
IA,PABI,00,REGIONAL,HN,E
IA,PABI,00,REGIONAL,HN,N
IA,PABI,00,REGIONAL,HN,Z
IA,PABI,00,REGIONAL,SH,E
IA,PABI,00,REGIONAL,SH,N
IA,PABI,00,REGIONAL,SH,Z
